Standardized_SMILES,CYP1A2,CYP2A6,CYP2B6,CYP2C19,CYP2C8,CYP2C9,CYP2D6,CYP2E1,CYP3A4
N/C=C\S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N/N=c1/cc2c(n[nH]1)CCN(C(=O)c1ccccc1)C2,,0.0,0.0,,,,,0.0,
N=C(CCC(=O)O)C1=N/C(=C/c2ccc(O)cc2)C(=O)N1CC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
N=C(Cc1c[nH]c2ccccc12)C(=O)O,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
N=C(Cc1ccc(O)c(O)c1)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)CCCC[C@@H](C(=O)O)[C@H]1c2cc(-c3ccc(O)cc3)ccc2C[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
N=C(N)CCCC[C@@H](C=O)[C@H]1CCC[C@@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)N/N=C/c1ccccc1Cl,,,0.0,0.0,0.0,,,,
N=C(N)NC(=N)N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NC(=N)N1CCOCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
N=C(N)NC(=N)SCc1cccc(C(F)(F)F)c1,,0.0,,,,,,0.0,
N=C(N)NC(=O)Cn1c(-c2ccccc2)ccc1-c1ccccc1,,0.0,0.0,,0.0,,,0.0,
N=C(N)NCC1CCCCCCN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
N=C(N)NCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NCCCC[C@H](N)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NCCC[C@@H](C(=O)O)N1CCC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NCCC[C@@H](N)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NCCC[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
N=C(N)NCCC[C@H](N)C(=O)c1nc2ccccc2s1,,0.0,0.0,,0.0,,,0.0,
N=C(N)NCCC[C@H](N)C(N)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NCCC[C@H](NC(=O)CCC(=O)O)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NCCC[C@H](NCCC(=O)O)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1,,0.0,0.0,,,0.0,0.0,0.0,
N=C(N)NNCCOc1c(Cl)cccc1Cl,,0.0,,,0.0,,,,
N=C(N)NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NOCCONC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NOCC[C@H](N)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)NS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,,0.0,0.0,,,,,0.0,
N=C(N)Nc1ccc(C(=O)O)cc1,,0.0,0.0,0.0,0.0,,0.0,,
N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,,0.0,,,,,,0.0,
N=C(N)Nc1ccc(CO)cc1,,0.0,0.0,0.0,0.0,,,0.0,
N=C(N)Nc1ccc2c(c1)C(=O)N(CCC(=O)NC(CC(=O)O)c1cccnc1)C2,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
N=C(N)SCCc1ccc(CCSC(=N)N)cc1,,0.0,,,0.0,,,0.0,
N=C(N)SCCc1cccc(CCSC(=N)N)c1,,0.0,,,0.0,,,0.0,
N=C(N)c1cc2c(I)cccc2s1,,,0.0,,,,,0.0,
N=C(N)c1cc2cc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl,,0.0,0.0,,,,,0.0,
N=C(N)c1cc2cc(-c3cccc(OC4CCCC4)c3O)[nH]c2cc1Cl,,0.0,0.0,,,,,0.0,
N=C(N)c1cc2ccccc2s1,,0.0,0.0,0.0,0.0,,,,
N=C(N)c1cc2cccnc2s1,,,0.0,0.0,0.0,,,0.0,
N=C(N)c1cc2nc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc(-c2ccc(OC[C@@H]3C[C@@H](CC(=O)O)C(=O)N3)cc2)cc1,0.0,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc(/N=N/Nc2ccc(C(=N)N)cc2)cc1,,0.0,0.0,0.0,0.0,,,0.0,
N=C(N)c1ccc(CC(=O)C(=O)O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)c1ccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc1,,0.0,,,,,,0.0,
N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCC2CCCC2)cc1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCc2ccccc2)cc1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CNC2CCCCCC2)cc1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)COC2CCCC2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)cc1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
N=C(N)c1ccc(CO)cc1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
N=C(N)c1ccc(C[C@@H]2CCCC[C@@H](Cc3ccc(C(=N)N)cc3)C2=O)cc1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc(O)c(CN2CC[C@H](NS(=O)(=O)c3cc4ncccc4s3)C2=O)c1,0.0,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2Br)c(Br)c1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc(O[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3Oc2cccc(C(=N)N)c2)cc1,,0.0,0.0,,0.0,0.0,,0.0,
N=C(N)c1ccc(O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3Oc2ccc(C(=N)N)cc2)cc1,,0.0,0.0,,0.0,0.0,,0.0,
N=C(N)c1ccc([C@H](NC(=O)OCc2ccccc2)P(=O)(O)O)cc1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc(F)cc4)C(=O)[C@H]3[C@@H]3CCCN32)cc1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc([C@H]2[C@H]3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)[C@H]3[C@@H]3C[C@@H](O)CN32)cc1,0.0,0.0,0.0,,,,,0.0,
N=C(N)c1ccc2[nH]c(-c3cc(CC(=O)O)cc(Br)c3O)cc2c1,0.0,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc2[nH]c(-c3cc(F)ccc3O)nc2c1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc2[nH]c(-c3cc(OC(F)(F)F)ccc3O)nc2c1,,0.0,,,,,,0.0,
N=C(N)c1ccc2[nH]c(-c3cc([C@@H](CC(=O)O)C(=O)O)cc(-c4ccccc4F)c3O)nc2c1,0.0,0.0,0.0,0.0,,,,0.0,
N=C(N)c1ccc2[nH]c(-c3ccc[nH]c3=O)nc2c1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2c1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)nc2c1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3O)cc2c1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3O)nc2c1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc2[nH]c(-c3ccccc3O)cc2c1,,0.0,0.0,0.0,0.0,,,0.0,
N=C(N)c1ccc2[nH]c(-c3ccccc3O)nc2c1,,0.0,0.0,0.0,0.0,,,0.0,
N=C(N)c1ccc2[nH]c(-c3n[nH]c(-c4ccccc4)c3O)nc2c1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc2[nH]c(C(=O)c3nc4ccc(C(=N)N)cc4[nH]3)nc2c1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc2[nH]c(Cc3nc4cc(C(=N)N)ccc4[nH]3)nc2c1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc2[nH]c(Cc3nc4ccccc4[nH]3)nc2c1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)cc(Nc3ncccn3)c2c1,,0.0,0.0,0.0,,,,0.0,
N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)ccc2c1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc2cc(C(=O)Nc3cccc(OC4CCCC4)c3)ccc2c1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc2cc([C@@H]3C[C@H]3c3ccccc3)ccc2c1,,,,,,,,0.0,
N=C(N)c1ccc2cccc(NC(=O)c3cccc(S(=O)(=O)OCCCO)c3)c2c1,0.0,0.0,0.0,0.0,,,0.0,0.0,
N=C(N)c1ccc2cccc(Nc3ncccn3)c2c1,,0.0,0.0,,,,,0.0,
N=C(N)c1ccc2nc(-c3cc(CCN)cc(-c4ccccc4)c3O)[nH]c2c1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc2nc(-c3cc([C@@H](CC(=O)O)C(=O)O)cc(Br)c3O)[nH]c2c1,0.0,0.0,0.0,0.0,,,0.0,0.0,
N=C(N)c1ccc2nc(-c3ncccc3O)[nH]c2c1,,0.0,0.0,,0.0,,,0.0,
N=C(N)c1ccc2nc(C(O)(O)c3nc4ccc(C(=N)N)cc4[nH]3)[nH]c2c1,,0.0,0.0,0.0,0.0,,,0.0,
N=C(N)c1ccc2nc[nH]c2c1,,,0.0,0.0,0.0,,,0.0,
N=C(N)c1cccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)c1,,0.0,,,,,,0.0,
N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCC[C@@H]2C(=O)O)c1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
N=C(N)c1cccc(O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3Oc2cccc(C(=N)N)c2)c1,,0.0,0.0,,0.0,0.0,,0.0,
N=C(N)c1ccccc1,,0.0,0.0,0.0,0.0,0.0,,,
N=C(N)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N)n1cc2cccc([N+](=O)[O-])c2n1,,,0.0,0.0,0.0,,,,
N=C(N)n1cncn1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(N/N=C/c1ccc(Cl)cc1)N/N=C/c1ccc(Cl)cc1,,0.0,0.0,,0.0,,,0.0,
N=C(NC(=N)N1CCCC1)Nc1ccc(OC(F)(F)F)cc1,,0.0,,,,,,0.0,
N=C(NC(=N)N1CCN(C(=N)NC(=N)Nc2ccc(Cl)cc2)CC1)Nc1ccc(Cl)cc1,,0.0,,,,,,0.0,
N=C(NCCC[C@H](N)C(=O)N[C@@H](CCN)C(N)=O)N[N+](=O)[O-],,0.0,0.0,,0.0,0.0,0.0,0.0,
N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(NCCC[C@H](N)CNCCN)N[N+](=O)[O-],,,0.0,,0.0,0.0,,,
N=C(NO)N/N=C/c1c(Cl)cccc1Cl,,0.0,,,0.0,,,,
N=C(NO)NCC[C@H](N)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C(NOCC(O)CN1CCCCC1)c1cccnc1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
N=C1C=C(C[C@H](N)C(=O)O)C(=O)C=C1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,,0.0,,,,,,0.0,
N=C1N(O)[C@@H](COC(N)=O)[C@@H]2N=C(N)N[C@]23N1CCC3(O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C1NC(=O)/C(=C/c2ccc(-c3ccc(C(=O)O)cc3)o2)S1,,0.0,0.0,,0.0,,0.0,0.0,
N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)c(C(F)(F)F)c3)o2)S1,,0.0,0.0,,,,,0.0,
N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)cc3)o2)S1,,0.0,0.0,,0.0,,,0.0,
N=C1NC(=O)/C(=C\c2ccccn2)S1,,,0.0,,0.0,,,0.0,
N=C1NCCN1CC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C1N[C@H]2[C@H](COC(N)=O)NC(=N)N3C[C@@H](OS(=O)(=O)O)C(O)(O)[C@]23N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N=C1S/C(=C\c2ccc(-c3ccc4c(c3)C(=O)N=C4O)o2)C(=O)N1c1ccc(Br)cc1,0.0,0.0,0.0,,,,,0.0,
N=CCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
N=c1nnc(=N)c1=NNc1ccc(F)cc1,,0.0,0.0,,,,,0.0,
N=c1nnc(=N)c1=NNc1cccc(C(=O)O)c1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
N=c1nnc(=N)c1=NNc1cccc(C(F)(F)F)c1,,0.0,0.0,,,,,0.0,
N=c1nnc(=N)c1=NNc1ccccc1C(F)(F)F,,0.0,0.0,,,,,0.0,
NC(=O)/C(=C/n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)c1cncnc1,,0.0,0.0,,,,,0.0,
NC(=O)/N=N/C(N)=O,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
NC(=O)C(=O)NN=C1CCC(c2ccccc2)CC1,,0.0,0.0,,0.0,,,0.0,
NC(=O)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)C(Cc1ccc(N=C(N)N)cc1)NC(=O)CSc1ccc(Cl)cc1,,0.0,0.0,,,,,0.0,
NC(=O)C(c1ccccc1)C1CCCC1,,0.0,,,0.0,,,0.0,
NC(=O)C1(N2CCCCC2)CCN(C(=S)Nc2ccccc2)CC1,,0.0,0.0,,0.0,,,0.0,
NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,,0.0,,,0.0,,,0.0,
NC(=O)C1=C(O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)C3=C(O)[C@]2(O)C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NC(=O)C1=C[C@@H](C2CCCCC2)C[C@@H](OCCCCO)O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NC(=O)C1CCCc2c1[nH]c1ccc(Cl)cc21,,0.0,,,,,,0.0,
NC(=O)C1CCN(C(=O)C2CCC(=O)N(Cc3ccc(Cl)cc3)C2)CC1,,0.0,,,,,,0.0,
NC(=O)C1CCN(C(=O)CCNS(=O)(=O)c2cc(Br)cnc2N)CC1,,0.0,,,,,,0.0,
NC(=O)C1CCN(C(=O)CSc2ccsc2[N+](=O)[O-])CC1,,,0.0,,0.0,,,0.0,
NC(=O)C1CCN(C(=O)c2ccc(NS(=O)(=O)c3ccc(F)c(F)c3)cc2)CC1,,0.0,0.0,,,,,0.0,
NC(=O)C1CCN(CC(=O)NC2CCCc3ccccc32)CC1,,0.0,0.0,,0.0,,,0.0,
NC(=O)C1CCN(CC(=O)Nc2ccc(S(=O)(=O)N3CCOCC3)cc2)CC1,0.0,0.0,0.0,,,,,0.0,
NC(=O)C1CCN(CCC(=O)Nc2cccc(Cl)c2)CC1,,0.0,,,,,,0.0,
NC(=O)CC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)CCC(NS(=O)(=O)c1ccc(Cl)cc1)C(=O)NCc1ccccc1,,0.0,,,,,,0.0,
NC(=O)CCCCC1CCSS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)CCCC[C@@H](S)CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)CCn1nc(-c2ccccc2)c2ccccc2c1=O,,0.0,,,,,,0.0,
NC(=O)CN(CC(=O)O)CC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)CN1C(=O)[C@@H](NC(=O)C2=CC3=C[C@H](Cl)SC3=N2)Cc2ccccc21,,0.0,,,0.0,,,0.0,
NC(=O)CN1C=CCC(C(N)=O)=C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NC(=O)CN1CC(O)CC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)CN1CCCC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NC(=O)CN1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,,0.0,,,,,,0.0,
NC(=O)CN1Cc2ccccc2OC1=O,,,,,,,,0.0,
NC(=O)CNC(=O)C1CCN(S(=O)(=O)c2ccc(-n3cnnn3)cc2)CC1,,0.0,0.0,0.0,,,,0.0,
NC(=O)CNC1Cc2ccccc2C1,,0.0,0.0,,0.0,0.0,,0.0,
NC(=O)COc1ccc(/C=N\NC(=O)CC(=O)NCCc2ccccc2)cc1,,0.0,0.0,,0.0,,,0.0,
NC(=O)COc1ccc(Cc2ncc(C(F)(F)F)cc2Cl)cc1,,0.0,,,,,,0.0,
NC(=O)CSC[C@H](N)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)CSc1nnc(-c2cccnc2)n1CCc1ccccc1,,0.0,0.0,,,,,0.0,
NC(=O)C[C@@H]1CCCc2sc3nc(C(=O)NCc4ccc5c(c4)NC(=O)CO5)[nH]c(=O)c3c21,,0.0,0.0,,0.0,,,0.0,
NC(=O)Cc1c[nH]c2ccccc12,,,,0.0,0.0,,,,
NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,,0.0,0.0,,0.0,,,0.0,
NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,,0.0,0.0,,,,,0.0,
NC(=O)N(O)CCC#C[C@@H]1CC[C@@H](COc2ccc(F)cc2)O1,,0.0,,,,,,,
NC(=O)N/N=C1\C=Cc2ccccc2C1=O,,0.0,0.0,,0.0,,0.0,0.0,
NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,,0.0,,,,,,0.0,
NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,,0.0,0.0,,,,,0.0,
NC(=O)NC(=O)COC(=O)CCCCCNS(=O)(=O)c1ccc2c(c1)OCCO2,0.0,0.0,0.0,,0.0,,0.0,0.0,
NC(=O)NC(NC(N)=O)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)NC1NC(=O)NC1=O,,0.0,0.0,0.0,0.0,0.0,0.0,,
NC(=O)NCCC[C@H](N)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)NC[C@@H]1CCCc2cc(S(=O)(=O)c3cccc(F)c3)ccc21,,0.0,0.0,,,,,0.0,
NC(=O)NCc1cccc(-c2cccc(-c3cc4cnccc4[nH]3)c2O)c1,,0.0,0.0,,,,,0.0,
NC(=O)NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
NC(=O)NOCc1ccc(F)cc1Cl,,,,,0.0,,,,
NC(=O)N[C@@H](CC(=O)O)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)N[C@@H](CCC(=O)O)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,,0.0,0.0,,,,,0.0,
NC(=O)Nc1cc(C#Cc2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,,0.0,0.0,,,,,0.0,
NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,,0.0,0.0,,,,,0.0,
NC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
NC(=O)OCC(O)c1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NC(=O)OCCCc1ccccc1,,0.0,,,,,,,
NC(=O)OC[C@@H](O)c1ccccc1Cl,,0.0,,,,,,0.0,
NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)OC[C@H](N)Cc1ccccc1,,0.0,0.0,0.0,0.0,0.0,,0.0,
NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,0.0,0.0,0.0,,,,,0.0,
NC(=O)[C@@H](N)CCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)[C@@H](N)CS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,,,,,0.0,,,0.0,
NC(=O)[C@@H](N)Cc1ccc(O)cc1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
NC(=O)[C@@H](N)Cc1cccc2ccccc12,,0.0,0.0,,0.0,,,,
NC(=O)[C@@H](N)Cc1ccccc1,,0.0,0.0,0.0,0.0,0.0,,,
NC(=O)[C@@H](O)[C@H](N)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NC(=O)[C@@H]1C[C@@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])CN1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1,,0.0,,,0.0,,,0.0,
NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)C[C@H](N)Cc1ccccc1F,,0.0,0.0,,,,,0.0,
NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc1ccccc1)N[C@@H](CCc1ccccc1)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NC(=O)[C@H](CCC(=O)O)NC(=O)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,
NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)CCCCCc1ccccc1,,0.0,0.0,,0.0,,,0.0,
NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O,,0.0,,,,,,0.0,
NC(=O)[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)[C@](O)(CNc1nc(-c2cc(-c3ccon3)n(Cc3ccccc3F)n2)ncc1F)C(F)(F)F,,0.0,0.0,,0.0,,,0.0,
NC(=O)[C@]1(O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)c1[nH]c2ccc(Br)cc2c1S(=O)(=O)N1CCCC1,,0.0,0.0,,,,,0.0,
NC(=O)c1[nH]cnc1N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC(=O)c1c(NC(=O)C2CC2)sc2c1CCCC2,,0.0,0.0,0.0,0.0,,0.0,0.0,
NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,,0.0,0.0,,,,,0.0,
NC(=O)c1cc(C(=O)O)cc(-c2ccc(-c3ccccc3)cc2)c1,,0.0,0.0,,,,,0.0,
NC(=O)c1cc(N(CCCl)CCCl)c([N+](=O)[O-])cc1[N+](=O)[O-],,,,,,,,0.0,
NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],,,,,,,,0.0,
NC(=O)c1cc(NC(=O)CCNS(=O)(=O)c2cccc(C(F)(F)F)c2)cc(C(N)=O)c1,0.0,0.0,0.0,,,,0.0,0.0,
NC(=O)c1cc(O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc([N+](=O)[O-])c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NC(=O)c1cc2c(=O)c3cc(F)ccc3oc2nc1N,,0.0,0.0,,0.0,,,0.0,
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1,0.0,0.0,0.0,0.0,0.0,,,0.0,
